trade_date,rank_ic,top_return_5d,bottom_return_5d,long_short_5d
20260105,0.20294694545827005,0.10241626716127876,0.034690267205585205,0.06772599995569356
20260106,-0.015401595025428363,0.048639467936883264,0.024873343480556278,0.023766124456326986
20260107,-0.07220890154468783,0.03611051384771241,0.03708449370056865,-0.0009739798528562368
20260108,-0.03531425300263027,0.02479492065544631,0.02146569188719827,0.003329228768248038
20260109,-0.034405625497021315,0.0190089789505599,0.010321001403546595,0.008687977547013306
20260112,-0.21455654594165552,-0.03456262162460417,0.010607617217423376,-0.045170238842027546
20260113,-0.25097729807417923,-0.030156821052872842,0.02383068059495381,-0.05398750164782665
20260114,-0.24593116186308292,-0.03553524023706489,0.027727108392879073,-0.06326234862994397
20260115,-0.22426189499066312,0.002122281844221448,0.036900966213829094,-0.03477868436960765
20260116,-0.1481896389721263,0.03984356519245255,0.041855628179466475,-0.002012062987013924
20260119,-0.14537917658065508,0.012821708522139263,0.017119791341185388,-0.004298082819046124
20260120,0.0401185984897003,0.04527588353895667,0.010638560871957619,0.03463732266699905
20260121,-0.027199805679243398,0.03749143930213176,0.002671157004381807,0.03482028229774995
20260122,-0.0485090370836982,0.011687992631928537,-0.009079341613571046,0.020767334245499584
20260123,-0.16660971477663433,-0.02860087691931755,-0.018846002520896646,-0.009754874398420904
20260126,-0.2150343951014534,-0.04838050057313461,-0.03142829700376237,-0.016952203569372236
20260127,-0.1712669111660622,-0.017968123512971265,-0.014873724500807907,-0.0030943990121633583
20260128,-0.23442359012081845,-0.033492017559884846,0.000873790145704276,-0.03436580770558912
20260129,-0.22336051220548564,-0.04366249898005913,0.0011812335966081592,-0.044843732576667295
20260130,-0.23984569138807432,-0.03299389069688534,0.0052158740322390314,-0.03820976472912437
20260202,-0.0030822543802557856,0.04098279809089678,0.032847323406678446,0.008135474684218331
20260203,-0.18524789720557633,-0.009270475099434924,0.023761033441857118,-0.03303150854129204
20260204,-0.16767933528947096,-0.0022702588286943604,0.013083790044708839,-0.015354048873403199
20260205,0.03377861265211835,0.039622570317065973,0.012839944192007647,0.02678262612505833
20260206,0.016829501944273413,0.019613365871993544,0.004269989053077981,0.015343376818915563
20260209,-0.016544611127637693,0.006839779972835893,0.003569463839608605,0.0032703161332272883
20260210,0.012759469582643441,0.009320665321225156,0.011714734423576135,-0.002394069102350979
20260211,0.11774089719071,0.03299043412081159,0.0076206452154403,0.02536978890537129
20260212,0.09015758525554361,0.03853341210983582,0.021673760686240596,0.01685965142359522
20260213,0.1554124091612554,0.0485726411497045,0.006539743868066846,0.04203289728163765
20260224,0.03673767503938979,-0.0025254327505934834,-0.02486965375016755,0.022344220999574067
20260225,0.09483397467572069,-0.007384811510441031,-0.04739928988551872,0.04001447837507768
20260226,0.03862935434968074,-0.015471215317566196,-0.037145617049622104,0.02167440173205591
20260227,-0.006957348964887578,-0.031142404871573215,-0.031044997990385636,-9.740688118757904e-05
20260302,-0.07069218810273918,-0.03629823973844091,-0.01935505909069909,-0.016943180647741817
20260303,-0.03170549587772085,0.0168581753526022,0.024669056787016214,-0.007810881434414014
20260304,-0.1420622148280061,0.018572129876264,0.04085917522460016,-0.022287045348336164
20260305,-0.11315835436792795,0.008874334268740566,0.019928030100441748,-0.011053695831701182
20260306,-0.07321276239258095,-0.016931202908450637,-0.0039681336316399795,-0.012963069276810658
