trade_date,rank_ic,top_return_5d,bottom_return_5d,long_short_5d
20260105,-0.23152945860211954,0.03595254989091691,0.08809350559303457,-0.05214095570211766
20260106,-0.02651731086540821,0.023459565584974054,0.04381432877271409,-0.020354763187740033
20260107,-0.01373186966389075,0.027180079428197865,0.04806876683848008,-0.020888687410282217
20260108,-0.037172086015613,0.014980809662897459,0.024759791529656322,-0.009778981866758863
20260109,-0.049402397287373216,0.0011806730482597626,0.011683942226655732,-0.010503269178395969
20260112,0.015199197301852697,-0.004460163873731999,0.010802114240458972,-0.01526227811419097
20260113,0.05123518259550309,0.002464102363065938,0.01063647310432042,-0.008172370741254483
20260114,0.059823168113799,0.0019507641956851313,0.018423344125966065,-0.016472579930280933
20260115,-0.018432382014177913,0.011817696931081943,0.023917622894588576,-0.012099925963506633
20260116,-0.04890292938957759,0.023682426987356245,0.040880112023399404,-0.01719768503604316
20260119,0.05040567895018908,0.016359769071321417,0.008873446304004176,0.007486322767317241
20260120,-0.015907009011697903,0.014270782471305038,0.019310770496364472,-0.005039988025059434
20260121,-0.11480751513152816,-0.0035095828754695964,0.010189773392254877,-0.013699356267724474
20260122,-0.12888919969743015,-0.021425146006309733,-0.00376991809419044,-0.017655227912119292
20260123,0.00616016871361313,-0.02912008390753459,-0.031249525090578108,0.002129441183043517
20260126,0.20720500028423033,-0.03448640672545715,-0.05042754489600611,0.015941138170548957
20260127,0.15925774658141778,-0.011352271670001596,-0.019943601197384586,0.00859132952738299
20260128,0.23547937551508358,0.005472539483885286,-0.032291670709011726,0.03776421019289701
20260129,0.30214895025891964,0.006514925259803346,-0.0507921000265602,0.05730702528636354
20260130,0.26832454596293254,0.007890226736179983,-0.03019557632521865,0.03808580306139863
20260202,-0.016460618502595174,0.03442698510646449,0.04690721912775462,-0.01248023402129013
20260203,0.18373170579141462,0.020343609647574538,0.0013011564298783334,0.019042453217696206
20260204,0.18397437202462236,0.011997294962060043,-0.0010188051500088933,0.013016100112068937
20260205,-0.006515752415707577,0.011093686310623805,0.02449285078762529,-0.013399164477001487
20260206,0.03644215262959251,0.0031067187798535373,0.007226482087165657,-0.00411976330731212
20260209,0.035272675743601566,0.004118398651235724,0.00874704123611296,-0.004628642584877236
20260210,0.026673539225620366,0.011643554110985024,0.013041183196694322,-0.0013976290857092982
20260211,-0.09039063764141694,0.010653467766956247,0.03717025235511602,-0.026516784588159772
20260212,-0.08451410849793829,0.016792673040303466,0.041554933813905605,-0.02476226077360214
20260213,-0.14230632449180508,-0.0016690899363211425,0.050767258072174914,-0.05243634800849606
20260224,-0.08998236390991603,-0.0368058405281632,-0.00016462393024018477,-0.036641216597923014
20260225,-0.1614694698372778,-0.06028112457368954,-0.005471267413803582,-0.054809857159885955
20260226,-0.08243034523288847,-0.042863378859736685,-0.011161743944067609,-0.031701634915669075
20260227,-0.023826773620129173,-0.03364949533087799,-0.015918847445041573,-0.01773064788583642
20260302,0.1278386661123826,-0.012646308409211018,-0.030594216385044278,0.01794790797583326
20260303,0.20684716379984433,0.04082600658858746,0.020711785164193645,0.020114221424393817
20260304,0.18513988653567537,0.04747592469072094,0.027277606716505965,0.020198317974214976
20260305,0.08349739123884367,0.02176993172985974,0.012981877658249655,0.008788054071610086
20260306,-0.035915579381055655,-0.010523304056513022,-0.007995813396425867,-0.0025274906600871554
20260309,0.10519394387866791,0.00659611426713314,-0.010083574514675777,0.016679688781808918
20260310,0.2985243341433968,-0.012085633342012434,-0.04466163402202164,0.03257600068000921
20260311,0.18999871073016808,-0.015473757073307922,-0.028091196044516847,0.012617438971208926
20260312,0.14130696455622635,-0.03233254333386971,-0.03871173102699826,0.006379187693128549
20260313,0.0938186407864761,-0.04608586567975143,-0.05195738516620634,0.00587151948645491
20260316,0.126330651393076,-0.09185248945781584,-0.10611781608060457,0.014265326622788732
20260317,-0.09678241230745271,-0.06585018633258731,-0.03369873756544367,-0.03215144876714364
20260318,-0.11451667890124981,-0.05716938704144212,-0.024160678108047014,-0.03300870893339511
20260319,-0.04489018949610782,-0.04446831610302612,-0.03068226833268925,-0.013786047770336873
20260320,-0.020332840517981173,-0.005043621777128197,0.003124972566316738,-0.008168594343444935
20260323,0.1477697868685171,0.06438206485082068,0.04186365063660578,0.022518414214214903
20260324,0.133558222648599,0.013470771318336225,-0.020503346526918365,0.03397411784525459
20260325,0.24673609824655401,0.02168854238842234,-0.02473856140565661,0.04642710379407895
20260326,0.23328827629595783,0.020728441799489575,-0.024234084843108166,0.04496252664259774
20260327,0.23607882703232108,-0.019821212528752807,-0.05792321696307311,0.0381020044343203
20260330,0.2171654417085392,-0.010575260180899673,-0.040834921635761315,0.03025966145486164
20260331,0.03286329714582476,0.025606692922230397,0.027933818200364578,-0.0023271252781341817
20260401,-0.03707352895176186,-0.006248302913406157,0.011054099217723552,-0.01730240213112971
20260402,-0.02260453044056782,0.01618122878655642,0.024951331067559285,-0.008770102281002865
20260403,-0.11929448685141808,0.03601630854436332,0.053871799243397855,-0.017855490699034533
20260407,0.01288724542952359,0.03730230691283314,0.0506818137206937,-0.013379506807860556
20260408,-0.05469519212089549,-0.0021347427560106523,0.02765681542519318,-0.029791558181203832
20260409,0.014434464513225989,0.030240852259579256,0.03708223429667011,-0.006841382037090855
20260410,-0.09403892685946771,0.013144055076678702,0.0509670539684088,-0.0378229988917301
20260413,-0.045023990219363784,0.023742145227526046,0.048704546895982435,-0.02496240166845639
20260414,-0.04131835787127922,0.00917901841476935,0.03396407244905956,-0.02478505403429021
20260415,-0.03233533018136003,0.02875910417937697,0.04362771824308525,-0.01486861406370828
20260416,4.429635790246851e-07,0.003292738111082971,0.0061320061523151975,-0.0028392680412322267
20260417,0.026747428081958576,-0.006032272857397282,-0.0028342904027138234,-0.0031979824546834582
20260420,0.017812219419617744,-0.004457844817462963,-0.0012311880367835819,-0.003226656780679381
20260421,-0.0026855581693955425,-0.0181814059833552,-0.0036714295301271656,-0.014509976453228036
20260422,-0.1103302693567925,-0.02896881295000635,-0.006510336147380092,-0.02245847680262626
20260423,-0.034329737627090004,-0.002416122539723678,0.008424305222662319,-0.010840427762385998
20260424,-0.033327839321593986,0.021326575878101373,0.025635236962723375,-0.004308661084622002
20260427,-0.029602608630530148,0.031027704146388866,0.0320525821672036,-0.0010248780208147353
20260428,0.028188126514751624,0.06115910556650434,0.0495355391823995,0.01162356638410484
20260429,0.01381128553604138,0.05264226726678276,0.048203353334450805,0.004438913932331957
20260430,0.06694938494431278,0.04546073194210051,0.03422224743014195,0.011238484511958566
20260506,0.08316315198871367,0.03898097440224398,0.021298232234733375,0.017682742167510607
20260507,0.016432756486257118,0.00646312989971971,-0.006327723473242614,0.012790853372962324
20260508,0.015075854118387633,-0.01192624148400907,-0.018567233849979412,0.006640992365970343
20260511,0.17573236658392102,0.0015535885098249688,-0.03753574671339638,0.03908933522322135
20260512,0.12017205324855737,0.011872179094842493,-0.016853594584415887,0.028725773679258382
20260513,0.13229950787781072,0.004150637336721537,-0.03579379997637944,0.039944437313100975
20260514,-0.017902565347358648,-0.022925181936812773,-0.0313821990233648,0.00845701708655203
20260515,0.15604851404742132,0.00974234345649167,-0.023534110127840627,0.033276453584332295
20260518,0.1751026467271603,0.026322480383155086,-0.022305221877700013,0.048627702260855096
20260519,0.08889520376718142,-0.012185120497541207,-0.04195625021611539,0.029771129718574183
20260520,-0.01071329193033755,-0.03634048708733985,-0.045377447349231805,0.009036960261891956
20260521,0.16301870084735745,0.030298922483203417,-0.02759572420668538,0.05789464668988879
20260522,-0.17695196594576637,-0.05155643390153841,-0.03268866938131496,-0.01886776452022345
