rebalance_date,factor,mean_ic,weight
20260105,factor_01,-0.06070015382406148,-0.07819927845649889
20260105,factor_02,-0.01935138494397859,-0.024930156588058357
20260105,factor_03,-0.02833238407046434,-0.03650026979642454
20260105,factor_04,0.026126009223409706,0.03365782360519517
20260105,factor_05,0.06687606997950026,0.08615563699494638
20260105,factor_06,-0.023770528542036304,-0.03062328616010871
20260105,factor_07,0.06887421906773943,0.08872982844430767
20260105,factor_08,-0.006032378818399098,-0.007771441112692609
20260105,factor_09,-0.05341576235920587,-0.0688148845026143
20260105,factor_10,-0.026497521462852426,-0.03413643835708501
20260105,factor_11,-0.03438698276055813,-0.044300336502702244
20260105,factor_12,-0.018350538870621432,-0.023640778623557623
20260105,factor_13,0.05610821788631014,0.07228354259046753
20260105,factor_14,-0.07300287065022969,-0.0940487206448912
20260105,factor_15,-0.013301504080354031,-0.01713616780090497
20260105,factor_16,-0.00434402831203373,-0.005596359452074137
20260105,factor_17,0.009409564239672574,0.012122228491631783
20260105,factor_18,-0.035301097449197,-0.04547797946692339
20260105,factor_19,-0.0444744612299606,-0.05729591374685823
20260105,factor_20,0.10756828518871638,0.13857892866205726
20260112,factor_01,-0.04984562443858294,-0.07891065138579977
20260112,factor_02,0.00870581261209432,0.013782179515265872
20260112,factor_03,-0.018816573868581925,-0.029788534450969555
20260112,factor_04,0.0536853829687071,0.084989376453225
20260112,factor_05,0.07085065854312762,0.11216373913902607
20260112,factor_06,0.009682887053912185,0.015328986913601603
20260112,factor_07,0.0217788124724389,0.03447805696018263
20260112,factor_08,0.013008307487382974,0.02059346289303601
20260112,factor_09,-0.02448963729334421,-0.03876956609101926
20260112,factor_10,-0.03555889952487081,-0.056293324753652785
20260112,factor_11,0.012859414032009917,0.02035774953438309
20260112,factor_12,0.026913657703872218,0.04260703491043238
20260112,factor_13,0.07451060829286292,0.11795780876988728
20260112,factor_14,-0.05184805751619855,-0.08208070493194031
20260112,factor_15,0.011288104115052891,0.017870207438710813
20260112,factor_16,-0.02836141627537797,-0.044898982763702
20260112,factor_17,-0.022509866822769797,-0.03563538973778909
20260112,factor_18,-0.0028668662135979003,-0.004538538395274702
20260112,factor_19,-0.037270444480200095,-0.05900287306049617
20260112,factor_20,0.0568206572549125,0.08995283190160558
20260119,factor_01,-0.02056516970453724,-0.03667618142833762
20260119,factor_02,0.02580109645507656,0.04601399882577433
20260119,factor_03,-0.04323006745664841,-0.07709704417608103
20260119,factor_04,-0.009215875737019453,-0.016435708307204845
20260119,factor_05,-0.030023073808542904,-0.053543526158967264
20260119,factor_06,0.00850895722333401,0.015174980968919966
20260119,factor_07,-0.03371042437210394,-0.06011959337368178
20260119,factor_08,0.009406698871271905,0.016776024676732438
20260119,factor_09,0.055268545102503425,0.09856661610783866
20260119,factor_10,-0.08650356239897211,-0.15427153747446384
20260119,factor_11,0.019817719833812194,0.035343169959861816
20260119,factor_12,0.0028410138270894493,0.005066699670353783
20260119,factor_13,0.0760198417388943,0.13557473863948055
20260119,factor_14,-0.01050595001361975,-0.0187364429427272
20260119,factor_15,-0.034936731713403626,-0.06230660525749262
20260119,factor_16,-0.023878574438905585,-0.04258534896398868
20260119,factor_17,0.0011419031408888053,0.0020364843748207134
20260119,factor_18,0.020251380898510415,0.036116566538435584
20260119,factor_19,0.03498197120731848,0.06238728593800173
20260119,factor_20,-0.014114202814960756,-0.02517144621683551
20260126,factor_01,-0.09384534721303069,-0.055436332176109854
20260126,factor_02,-0.09714521490799626,-0.057385630325756685
20260126,factor_03,-0.10439498496631477,-0.061668215164417235
20260126,factor_04,-0.12972973651855588,-0.07663396194205012
20260126,factor_05,-0.07304266076238754,-0.04314776731401315
20260126,factor_06,-0.07994706452649225,-0.047226337343447125
20260126,factor_07,0.08171151662961884,0.04826863465282486
20260126,factor_08,-0.0979219159909777,-0.05784444326125537
20260126,factor_09,-0.010757932133786676,-0.006354926664002319
20260126,factor_10,-0.12388453635437927,-0.07318108476102612
20260126,factor_11,-0.11652215992689564,-0.06883198107756859
20260126,factor_12,-0.10962832262953123,-0.0647596528723437
20260126,factor_13,0.05484803318398793,0.0323998352298883
20260126,factor_14,-0.06801591200128344,-0.04017836582142938
20260126,factor_15,-0.10907463461635067,-0.0644325782380421
20260126,factor_16,0.07586247602292195,0.04481348884524048
20260126,factor_17,0.07968572715137547,0.04707196010507302
20260126,factor_18,-0.061012353074121596,-0.0360412228449133
20260126,factor_19,0.03740922632320787,0.022098381629906388
20260126,factor_20,0.08840938441646702,0.052225199730691875
20260202,factor_01,-0.10379353638218512,-0.0884757739425536
20260202,factor_02,-0.11138602167092954,-0.09494776666467855
20260202,factor_03,-0.09120475280632462,-0.07774483241486194
20260202,factor_04,-0.08752583558097553,-0.07460884668657125
20260202,factor_05,-0.004046709853542698,-0.0034494998310376514
20260202,factor_06,-0.05840406425871931,-0.04978484178103151
20260202,factor_07,0.05439283783395118,0.04636558876431768
20260202,factor_08,-0.09257763786168038,-0.07891510825322921
20260202,factor_09,-0.05944158085906241,-0.05066924255773882
20260202,factor_10,-0.02635093421111235,-0.022462085595126108
20260202,factor_11,-0.06169739489793617,-0.052592145465921156
20260202,factor_12,-0.03761421911741765,-0.03206314442745514
20260202,factor_13,0.06222190912630889,0.05303925232745327
20260202,factor_14,-0.061623401734504514,-0.05252907215105723
20260202,factor_15,-0.03980529737449081,-0.033930865205841904
20260202,factor_16,0.07932543148556906,0.06761865130184878
20260202,factor_17,-0.017457983662095573,-0.014881549177521566
20260202,factor_18,-0.055849857423309175,-0.04760758263321563
20260202,factor_19,-0.038212404097774266,-0.03257304977361258
20260202,factor_20,0.03019764381556939,0.02574110104492637
20260209,factor_01,-0.1451237612457925,-0.06753814720266003
20260209,factor_02,-0.13099293085285732,-0.060961897421223585
20260209,factor_03,-0.15817890481431138,-0.07361379050540727
20260209,factor_04,-0.15140545459285715,-0.07046154118248857
20260209,factor_05,-0.07197106505510711,-0.03349411801552912
20260209,factor_06,-0.1433939826803481,-0.06673313747594047
20260209,factor_07,0.10525406463853129,0.0489834638394994
20260209,factor_08,-0.14755384041666073,-0.06866906500238716
20260209,factor_09,-0.03788364503292417,-0.01763040850680221
20260209,factor_10,-0.055661861468486146,-0.025904090144588086
20260209,factor_11,-0.13766733462902686,-0.06406805220149736
20260209,factor_12,-0.12094353104743889,-0.056285076495894856
20260209,factor_13,0.12520236434761045,0.05826706557796819
20260209,factor_14,-0.12511764959390928,-0.058227640762510045
20260209,factor_15,-0.09842829119214774,-0.04580686417148862
20260209,factor_16,0.09740749305830076,0.04533180196226713
20260209,factor_17,0.0792987971144718,0.03690432074345333
20260209,factor_18,-0.1349921174699117,-0.06282305132265857
20260209,factor_19,0.013471706194280434,0.006269504512629753
20260209,factor_20,0.06881849025392527,0.032026962953106225
20260224,factor_01,-0.10249606376170471,-0.060116926716565225
20260224,factor_02,-0.09555752120832063,-0.05604726941566301
20260224,factor_03,-0.1095668537876233,-0.06426415101197458
20260224,factor_04,-0.10662495117580456,-0.06253863944371416
20260224,factor_05,-0.04925075016731412,-0.028886999460076057
20260224,factor_06,-0.10156942863029118,-0.05957342822263579
20260224,factor_07,0.12394373255753145,0.07269660915429822
20260224,factor_08,-0.09186659041485738,-0.05388243100252731
20260224,factor_09,-0.02940774355037831,-0.017248498127965892
20260224,factor_10,-0.05600601494907595,-0.03284915900973773
20260224,factor_11,-0.11969856867812187,-0.07020669689355415
20260224,factor_12,-0.1134803215848715,-0.06655951385948627
20260224,factor_13,0.06008293806025546,0.035240393159701476
20260224,factor_14,-0.1061224236919626,-0.06224389243772743
20260224,factor_15,-0.08892758090407663,-0.0521586163222907
20260224,factor_16,0.0533033175347589,0.031263948256949246
20260224,factor_17,0.10419863240353673,0.06111553281434572
20260224,factor_18,-0.08987664871811585,-0.052715272237958785
20260224,factor_19,0.01006856069666752,0.0059055041074563015
20260224,factor_20,0.09289652621150536,0.05448651834537206
20260303,factor_01,-0.021324689989042224,-0.0359439610056366
20260303,factor_02,-0.03138470486597003,-0.05290068031261012
20260303,factor_03,-0.012915137444195535,-0.021769188528186965
20260303,factor_04,-0.03763106364846345,-0.06342926837745556
20260303,factor_05,-0.014429031659900058,-0.024320942137918397
20260303,factor_06,0.006600976399611371,0.011126315947790014
20260303,factor_07,0.06704202655837424,0.11300309592267553
20260303,factor_08,-0.028538107891148173,-0.048102581455635576
20260303,factor_09,-0.017344467089133644,-0.029235072070717953
20260303,factor_10,0.002897581098947136,0.004884035457713274
20260303,factor_11,-0.06182341100683492,-0.10420682671621459
20260303,factor_12,-0.06294500268158991,-0.1060973323902645
20260303,factor_13,-0.02821505394236853,-0.047558055905973694
20260303,factor_14,-0.025314689562298202,-0.04266932907182254
20260303,factor_15,-0.008441285731515476,-0.014228260543386046
20260303,factor_16,0.0014581134393259589,0.0024577319825919257
20260303,factor_17,0.059879654791424874,0.10093051659648654
20260303,factor_18,0.015917726333211358,0.02683022050558969
20260303,factor_19,-0.0009342672918590559,-0.001574759920293307
20260303,factor_20,0.08823902469605203,0.14873182515103708
20260310,factor_01,-0.023120978035334475,-0.04100140439098585
20260310,factor_02,-0.06483312174159489,-0.11497130607514519
20260310,factor_03,-0.010046872134781438,-0.01781654161139563
20260310,factor_04,-0.047854933907814874,-0.08486317033213833
20260310,factor_05,-0.009894067595088445,-0.01754556688380599
20260310,factor_06,0.0340088069633724,0.06030925011170425
20260310,factor_07,0.013938222060592326,0.02471723636968711
20260310,factor_08,-0.031983948278969165,-0.05671848290337342
20260310,factor_09,-0.03613316904733553,-0.06407647089035545
20260310,factor_10,0.04328913184769396,0.07676644119074473
20260310,factor_11,-0.002837995146936368,-0.005032736353166559
20260310,factor_12,-0.011970612766024005,-0.02122799191615372
20260310,factor_13,-0.029920551452649432,-0.0530593743844466
20260310,factor_14,0.011972002746624251,0.02123045682730926
20260310,factor_15,0.030149701636265184,0.053465736058694965
20260310,factor_16,0.07007534373075555,0.1242675591729344
20260310,factor_17,-0.013979827369803424,-0.024791016817260272
20260310,factor_18,0.047090665454378136,0.0835078608865455
20260310,factor_19,-0.02229368168118362,-0.03953432491381629
20260310,factor_20,0.008513344194461193,0.01509707191033649
20260317,factor_01,-0.05369817152998214,-0.06837678502998079
20260317,factor_02,-0.09022493412641562,-0.11488828668330917
20260317,factor_03,-0.04680107261082572,-0.05959433608081397
20260317,factor_04,-0.0849170677777064,-0.10812949348881619
20260317,factor_05,-0.04448919592445684,-0.05665049850318981
20260317,factor_06,-0.014642817752414926,-0.018645491516057117
20260317,factor_07,0.04298828530933815,0.054739307869410316
20260317,factor_08,-0.05964453474222271,-0.07594861080148849
20260317,factor_09,-0.025236019524861413,-0.032134388060129554
20260317,factor_10,-0.007618653235432356,-0.009701243071307592
20260317,factor_11,-0.030394149804253656,-0.038702514221999176
20260317,factor_12,-0.04460730993904321,-0.05680089946386108
20260317,factor_13,0.0029238747638116406,0.0037231278176409984
20260317,factor_14,-0.04022227748974993,-0.051217200567011206
20260317,factor_15,-0.0228702568897263,-0.029121934590568218
20260317,factor_16,0.10285915161332854,0.13097611888523658
20260317,factor_17,0.02960859621941883,0.0377022263710471
20260317,factor_18,0.004788763068055685,0.006097790921635572
20260317,factor_19,0.003149750959490409,0.004010748189718166
20260317,factor_20,0.03364264427779405,0.04283899786677899
20260324,factor_01,-0.13532213861855663,-0.09336448084467139
20260324,factor_02,-0.16365348476953065,-0.11291147775160353
20260324,factor_03,-0.09094646508723529,-0.06274782222783587
20260324,factor_04,-0.08722310391763113,-0.060178917493207106
20260324,factor_05,0.014184558947258494,0.009786528617127714
20260324,factor_06,-0.05438525821725624,-0.03752269547978628
20260324,factor_07,0.09114826047250166,0.06288704941988722
20260324,factor_08,-0.1485740568682454,-0.10250754110228215
20260324,factor_09,-0.12640746977090675,-0.0872138728409869
20260324,factor_10,-0.01515433270046276,-0.010455616646100742
20260324,factor_11,-0.01906579285564777,-0.013154298845935468
20260324,factor_12,0.00042451693593605164,0.00029289223284566826
20260324,factor_13,0.07740812128831605,0.053407144839890425
20260324,factor_14,-0.09733203384112765,-0.06715349684760841
20260324,factor_15,-0.00983055145846479,-0.006782514248637005
20260324,factor_16,0.11967026087332075,0.08256558677717973
20260324,factor_17,-0.00941975707352485,-0.006499089785534674
20260324,factor_18,-0.09868502634341894,-0.0680869837393522
20260324,factor_19,-0.08051762294771707,-0.05555252187190704
20260324,factor_20,-0.010043546252482608,-0.006929468387620472
20260331,factor_01,-0.02461710616206806,-0.037120148762043254
20260331,factor_02,-0.06591919560931556,-0.0993995935664624
20260331,factor_03,-0.015665025922518717,-0.023621301739404302
20260331,factor_04,-0.044322841259578374,-0.06683443822682691
20260331,factor_05,0.021580674324422705,0.03254151142030418
20260331,factor_06,-0.010518190443436565,-0.01586038551393511
20260331,factor_07,0.03774639979284542,0.05691781829746439
20260331,factor_08,-0.051993078050426814,-0.07840039276437165
20260331,factor_09,-0.08799575248051943,-0.13268884656873128
20260331,factor_10,0.02858237971092485,0.04309938706270767
20260331,factor_11,-0.030743519435382716,-0.046358170915663105
20260331,factor_12,-0.0164868771177516,-0.024860571636786295
20260331,factor_13,-0.013409477542765516,-0.020220159019979533
20260331,factor_14,-0.047819617832046926,-0.0721072296631196
20260331,factor_15,0.010579405385940146,0.015952691561495414
20260331,factor_16,0.06540326602268139,0.09862162304139273
20260331,factor_17,-0.014365818400978341,-0.02166222595873209
20260331,factor_18,-0.017951528455781296,-0.02706912024498796
20260331,factor_19,-0.04733511344485767,-0.07137664521465018
20260331,factor_20,0.010138426220907758,0.015287738820941903
20260408,factor_01,-0.11610106823308769,-0.07993075519015465
20260408,factor_02,-0.13590470469864693,-0.09356473498287733
20260408,factor_03,-0.08361950406095674,-0.05756854962608919
20260408,factor_04,-0.09594595157427283,-0.06605479590741642
20260408,factor_05,0.012366978260016056,0.008514150014182166
20260408,factor_06,-0.08046961786899809,-0.055399984031319384
20260408,factor_07,0.09440057574420783,0.06499086894249204
20260408,factor_08,-0.10242592989604851,-0.07051599138785344
20260408,factor_09,-0.12059448761747926,-0.08302428749133411
20260408,factor_10,-0.07118566891821351,-0.04900837142967433
20260408,factor_11,-0.05252070629163995,-0.036158321201515804
20260408,factor_12,-0.019833424639589984,-0.013654487711230661
20260408,factor_13,0.07044348101490162,0.04849740593635418
20260408,factor_14,-0.11271652512331133,-0.07760063807017314
20260408,factor_15,-0.038910974909493426,-0.02678858736645626
20260408,factor_16,0.07035757038276863,0.04843826004037097
20260408,factor_17,0.007143631915693761,0.004918093369094129
20260408,factor_18,-0.08348414610250494,-0.05747536130315035
20260408,factor_19,-0.05758136419953556,-0.03964237362664108
20260408,factor_20,-0.026514285368770315,-0.018253982371620396
20260415,factor_01,-0.12966393655692598,-0.1010312235040861
20260415,factor_02,-0.021702997386921743,-0.016910487510488632
20260415,factor_03,-0.10418509406742422,-0.08117868240024469
20260415,factor_04,-0.008941968803149963,-0.006967381005905093
20260415,factor_05,0.029903066832060697,0.023299797220341093
20260415,factor_06,-0.08722031678467781,-0.0679601094426227
20260415,factor_07,0.07515752235135731,0.05856105128629718
20260415,factor_08,-0.03323625893031047,-0.02589694554702699
20260415,factor_09,-0.0486917100638145,-0.03793948551063509
20260415,factor_10,-0.08760149126118284,-0.0682571120229271
20260415,factor_11,-0.03553734127326776,-0.02768989716230175
20260415,factor_12,-0.02074194770161945,-0.016161659207626796
